#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MJ_745_00482	335543.Sfum_2198	2.59e-170	486.0	COG0535@1|root,COG0535@2|Bacteria,1MUQP@1224|Proteobacteria,42Z6N@68525|delta/epsilon subdivisions,2WTWQ@28221|Deltaproteobacteria,2MR62@213462|Syntrophobacterales	28221|Deltaproteobacteria	C	Iron-sulfur cluster-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Radical_SAM,SPASM
MJ_745_00483	304371.MCP_0886	7.14e-32	114.0	arCOG03838@1|root,arCOG03838@2157|Archaea	2157|Archaea	S	Coenzyme PQQ synthesis protein D (PqqD)	-	-	-	-	-	-	-	-	-	-	-	-	FeS_assembly_P,PqqD
MJ_745_00484	517417.Cpar_1740	3.16e-47	153.0	COG0776@1|root,COG0776@2|Bacteria,1FE5I@1090|Chlorobi	1090|Chlorobi	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	-	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
MJ_745_00486	324925.Ppha_1203	2.07e-51	164.0	COG1950@1|root,COG1950@2|Bacteria,1FE4Y@1090|Chlorobi	1090|Chlorobi	S	PFAM membrane protein of	-	-	-	ko:K08972	-	-	-	-	ko00000	-	-	-	Phage_holin_4_2
MJ_745_00487	324925.Ppha_1528	3.11e-172	487.0	COG1063@1|root,COG1063@2|Bacteria,1FDFE@1090|Chlorobi	1090|Chlorobi	E	PFAM Alcohol dehydrogenase GroES domain protein	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N
MJ_745_00488	324925.Ppha_1529	3.53e-257	718.0	COG3845@1|root,COG3845@2|Bacteria,1FDMA@1090|Chlorobi	1090|Chlorobi	S	PFAM ABC transporter related	-	-	3.6.3.17	ko:K02056	-	M00221	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	-	ABC_tran
MJ_745_00490	316067.Geob_0858	0.0	1598.0	COG3696@1|root,COG3696@2|Bacteria,1NUIV@1224|Proteobacteria,42M0A@68525|delta/epsilon subdivisions,2WIQY@28221|Deltaproteobacteria	28221|Deltaproteobacteria	P	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	ko:K07787,ko:K15726	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.6.1.2,2.A.6.1.4	-	-	ACR_tran
MJ_745_00491	194439.CT1745	1.42e-77	242.0	COG2067@1|root,COG2067@2|Bacteria	2|Bacteria	I	long-chain fatty acid transporting porin activity	-	-	-	ko:K06076	-	-	-	-	ko00000,ko02000	1.B.9	-	-	Phenol_MetA_deg
MJ_745_00492	290315.Clim_0747	8.73e-131	391.0	COG0823@1|root,COG0823@2|Bacteria,1FEIQ@1090|Chlorobi	1090|Chlorobi	U	Involved in the TonB-independent uptake of proteins	tolB	-	-	ko:K03641	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	PD40,TolB_N
MJ_745_00493	290315.Clim_0338	1.01e-26	108.0	COG3678@1|root,COG3678@2|Bacteria,1FFP8@1090|Chlorobi	1090|Chlorobi	NPTU	Heavy-metal resistance	-	-	-	-	-	-	-	-	-	-	-	-	Metal_resist
MJ_745_00494	194439.CT0551	5.96e-208	582.0	COG0577@1|root,COG0577@2|Bacteria,1FFJP@1090|Chlorobi	1090|Chlorobi	V	efflux transmembrane transporter activity	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	-
MJ_745_00495	194439.CT0552	2.19e-131	377.0	COG1136@1|root,COG1136@2|Bacteria,1FF99@1090|Chlorobi	1090|Chlorobi	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MJ_745_00496	194439.CT0553	1.95e-133	388.0	COG0845@1|root,COG0845@2|Bacteria	2|Bacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K01993,ko:K02005	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
MJ_745_00497	194439.CT0554	1.33e-162	477.0	COG1538@1|root,COG1538@2|Bacteria,1FF4H@1090|Chlorobi	1090|Chlorobi	MU	Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
MJ_745_00498	319225.Plut_1730	6.68e-204	574.0	COG0772@1|root,COG0772@2|Bacteria,1FDCX@1090|Chlorobi	1090|Chlorobi	M	Peptidoglycan polymerase that is essential for cell wall elongation	rodA	-	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
MJ_745_00499	324925.Ppha_1650	3.43e-154	437.0	COG1579@1|root,COG1579@2|Bacteria,1FDAD@1090|Chlorobi	1090|Chlorobi	S	Zn-ribbon protein possibly nucleic acid-binding	-	-	-	ko:K07164	-	-	-	-	ko00000	-	-	-	-
MJ_745_00501	324925.Ppha_1649	2.34e-31	110.0	COG0267@1|root,COG0267@2|Bacteria,1FE9E@1090|Chlorobi	1090|Chlorobi	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
MJ_745_00502	324925.Ppha_1648	7.72e-243	674.0	COG0019@1|root,COG0019@2|Bacteria,1FDRN@1090|Chlorobi	1090|Chlorobi	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA	-	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
MJ_745_00503	324925.Ppha_1647	1.2e-184	516.0	COG0685@1|root,COG0685@2|Bacteria,1FDTM@1090|Chlorobi	1090|Chlorobi	C	PFAM methylenetetrahydrofolate reductase	-	-	1.5.1.20	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523	M00377	R01224,R07168	RC00081	ko00000,ko00001,ko00002,ko01000	-	-	-	MTHFR
MJ_745_00504	324925.Ppha_1646	0.0	917.0	COG0658@1|root,COG0658@2|Bacteria,1FDMW@1090|Chlorobi	1090|Chlorobi	S	PFAM ComEC Rec2-related protein	-	-	-	ko:K02238	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	Competence,DUF4131
MJ_745_00505	290318.Cvib_0708	2.78e-39	132.0	2E4YQ@1|root,32ZSH@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00506	290317.Cpha266_1677	4.01e-94	278.0	COG0494@1|root,COG0494@2|Bacteria,1FDZV@1090|Chlorobi	1090|Chlorobi	L	PFAM NUDIX hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
MJ_745_00507	324925.Ppha_1644	6.44e-255	709.0	COG1173@1|root,COG1173@2|Bacteria,1FD9T@1090|Chlorobi	1090|Chlorobi	EP	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
MJ_745_00508	324925.Ppha_1643	1.67e-119	343.0	COG1825@1|root,COG1825@2|Bacteria,1FE1I@1090|Chlorobi	1090|Chlorobi	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance	ctc	-	-	ko:K02897	ko03010,map03010	M00178	-	-	ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L25p,Ribosomal_TL5_C
MJ_745_00509	324925.Ppha_1642	2.74e-215	596.0	COG0462@1|root,COG0462@2|Bacteria,1FD7M@1090|Chlorobi	1090|Chlorobi	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran_N
MJ_745_00510	324925.Ppha_1641	2.9e-131	385.0	COG1044@1|root,COG1044@2|Bacteria,1FDMX@1090|Chlorobi	1090|Chlorobi	M	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxD	-	2.3.1.191	ko:K02536	ko00540,ko01100,map00540,map01100	M00060	R04550	RC00039,RC00166	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Hexapep,Hexapep_2,LpxD
MJ_745_00511	324925.Ppha_1640	0.0	1061.0	COG3387@1|root,COG3387@2|Bacteria,1FE8X@1090|Chlorobi	1090|Chlorobi	G	Glycoside hydrolase 15-related	-	-	-	-	-	-	-	-	-	-	-	-	DUF547,Glyco_hydro_15
MJ_745_00512	324925.Ppha_2842	0.0	1248.0	COG0550@1|root,COG0551@1|root,COG0550@2|Bacteria,COG0551@2|Bacteria,1FD5Q@1090|Chlorobi	1090|Chlorobi	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	Topoisom_bac,Toprim,zf-C4_Topoisom
MJ_745_00513	324925.Ppha_2843	0.0	1137.0	COG0370@1|root,COG0370@2|Bacteria,1FDFB@1090|Chlorobi	1090|Chlorobi	P	transporter of a GTP-driven Fe(2 ) uptake system	-	-	-	ko:K04759	-	-	-	-	ko00000,ko02000	9.A.8.1	-	-	FeoB_C,FeoB_N,Gate
MJ_745_00514	324925.Ppha_2844	8.89e-42	139.0	COG1918@1|root,COG1918@2|Bacteria	2|Bacteria	P	iron ion homeostasis	feoA	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	FeoA
MJ_745_00515	324925.Ppha_2845	1.69e-72	219.0	COG0537@1|root,COG0537@2|Bacteria,1FE24@1090|Chlorobi	1090|Chlorobi	FG	PFAM histidine triad (HIT) protein	-	-	-	ko:K02503	-	-	-	-	ko00000,ko04147	-	-	-	HIT
MJ_745_00516	290315.Clim_2438	2.64e-36	130.0	2C395@1|root,346D6@2|Bacteria,1FFIU@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00517	324925.Ppha_2846	4.56e-274	755.0	COG1253@1|root,COG1253@2|Bacteria,1FES0@1090|Chlorobi	1090|Chlorobi	S	PFAM CBS domain containing protein	-	-	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
MJ_745_00518	324925.Ppha_2850	3.5e-63	196.0	2BK9M@1|root,32EPT@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00519	324925.Ppha_2851	8.15e-167	468.0	COG0479@1|root,COG0479@2|Bacteria,1FER8@1090|Chlorobi	1090|Chlorobi	C	4Fe-4S ferredoxin iron-sulfur binding domain protein	-	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_7,Fer4_8
MJ_745_00520	324925.Ppha_2852	0.0	1214.0	COG1053@1|root,COG1053@2|Bacteria,1FESK@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM succinate dehydrogenase or fumarate reductase, flavoprotein subunit	-	-	1.3.5.1,1.3.5.4	ko:K00239	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map05134	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
MJ_745_00521	324925.Ppha_2853	3.55e-119	344.0	2CAZH@1|root,2Z7RU@2|Bacteria,1FF0A@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family	-	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	-
MJ_745_00522	324925.Ppha_2854	2.04e-84	256.0	COG1878@1|root,COG1878@2|Bacteria,1FF5H@1090|Chlorobi	1090|Chlorobi	S	PFAM cyclase family protein	-	-	-	-	-	-	-	-	-	-	-	-	Cyclase
MJ_745_00523	324925.Ppha_2855	1.16e-115	340.0	COG1647@1|root,COG1647@2|Bacteria,1FEMN@1090|Chlorobi	1090|Chlorobi	S	PFAM alpha beta hydrolase fold	-	-	3.1.1.1	ko:K03928	-	-	-	-	ko00000,ko01000	-	-	-	Hydrolase_4
MJ_745_00524	290318.Cvib_1727	2.74e-86	257.0	COG0797@1|root,COG0797@2|Bacteria	2|Bacteria	M	peptidoglycan binding	rlpA	-	-	ko:K03642	-	-	-	-	ko00000	-	-	-	DPBB_1,SPOR
MJ_745_00525	290315.Clim_2479	5.01e-130	372.0	COG0176@1|root,COG0176@2|Bacteria,1FD5M@1090|Chlorobi	1090|Chlorobi	F	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	TAL_FSA
MJ_745_00526	324925.Ppha_2876	1.74e-230	637.0	COG1899@1|root,COG1899@2|Bacteria,1FDI8@1090|Chlorobi	1090|Chlorobi	H	Belongs to the deoxyhypusine synthase family	-	-	2.5.1.46	ko:K00809	-	-	-	-	ko00000,ko01000	-	-	-	DS
MJ_745_00527	324925.Ppha_2877	1.77e-217	605.0	COG0180@1|root,COG0180@2|Bacteria,1FE4Z@1090|Chlorobi	1090|Chlorobi	J	PFAM aminoacyl-tRNA synthetase class Ib	trpS	-	6.1.1.2	ko:K01867	ko00970,map00970	M00359,M00360	R03664	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1b
MJ_745_00528	324925.Ppha_2878	1.49e-117	341.0	COG0637@1|root,COG0637@2|Bacteria,1FE29@1090|Chlorobi	1090|Chlorobi	S	TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3	-	-	5.4.2.6	ko:K01838	ko00500,map00500	-	R02728,R11310	RC00408	ko00000,ko00001,ko01000	-	-	-	HAD_2
MJ_745_00529	324925.Ppha_2879	0.0	914.0	COG0018@1|root,COG0018@2|Bacteria,1FDT7@1090|Chlorobi	1090|Chlorobi	J	TIGRFAM arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
MJ_745_00530	324925.Ppha_2880	6.8e-84	254.0	COG1057@1|root,COG1057@2|Bacteria,1FE10@1090|Chlorobi	1090|Chlorobi	F	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
MJ_745_00531	324925.Ppha_2881	4.94e-133	386.0	COG4105@1|root,COG4105@2|Bacteria,1FE2B@1090|Chlorobi	1090|Chlorobi	S	Outer membrane lipoprotein	-	-	-	ko:K05807	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	TPR_6,YfiO
MJ_745_00533	324925.Ppha_2882	3.87e-88	263.0	COG0712@1|root,COG0712@2|Bacteria,1FE0N@1090|Chlorobi	1090|Chlorobi	F	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	OSCP
MJ_745_00534	517417.Cpar_2050	1.85e-86	258.0	COG0711@1|root,COG0711@2|Bacteria,1FDW3@1090|Chlorobi	1090|Chlorobi	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B
MJ_745_00535	290318.Cvib_1742	6.31e-29	105.0	COG0636@1|root,COG0636@2|Bacteria,1FE5D@1090|Chlorobi	1090|Chlorobi	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
MJ_745_00536	324925.Ppha_2885	8.55e-168	478.0	COG0356@1|root,COG0356@2|Bacteria,1FEM0@1090|Chlorobi	1090|Chlorobi	C	it plays a direct role in the translocation of protons across the membrane	atpB	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
MJ_745_00537	319225.Plut_2099	1.58e-60	189.0	2E2P0@1|root,32XRZ@2|Bacteria,1FE9C@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00538	324925.Ppha_2887	3.76e-35	121.0	2DRQ0@1|root,33CIQ@2|Bacteria,1FEBA@1090|Chlorobi	1090|Chlorobi	S	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	-	-	-	-	-	-	-	-	-	-	-	-	ATPase_gene1
MJ_745_00539	324925.Ppha_2888	2.02e-112	331.0	COG1496@1|root,COG1496@2|Bacteria,1FDYD@1090|Chlorobi	1090|Chlorobi	S	Belongs to the multicopper oxidase YfiH RL5 family	-	-	-	ko:K05810	-	-	-	-	ko00000,ko01000	-	-	-	Cu-oxidase_4
MJ_745_00540	324925.Ppha_2889	1.79e-273	752.0	COG0427@1|root,COG0427@2|Bacteria,1FDQ1@1090|Chlorobi	1090|Chlorobi	C	PFAM acetyl-CoA hydrolase transferase	-	-	3.1.2.1	ko:K01067	ko00620,map00620	-	R00227	RC00004,RC00012	ko00000,ko00001,ko01000	-	-	-	AcetylCoA_hyd_C,AcetylCoA_hydro
MJ_745_00541	324925.Ppha_2890	9.83e-259	715.0	COG0206@1|root,COG0206@2|Bacteria,1FDPY@1090|Chlorobi	1090|Chlorobi	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
MJ_745_00542	324925.Ppha_2891	1.1e-280	771.0	COG0849@1|root,COG0849@2|Bacteria,1FDB1@1090|Chlorobi	1090|Chlorobi	D	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring	ftsA	-	-	ko:K03590	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036,ko04812	-	-	-	FtsA,SHS2_FTSA
MJ_745_00543	324925.Ppha_2892	2.43e-95	289.0	COG1589@1|root,COG1589@2|Bacteria,1FE70@1090|Chlorobi	1090|Chlorobi	D	Cell division protein FtsQ	-	-	-	ko:K03589	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036	-	-	-	FtsQ,POTRA_1
MJ_745_00544	324925.Ppha_2893	2.31e-282	778.0	COG0773@1|root,COG0773@2|Bacteria,1FDPU@1090|Chlorobi	1090|Chlorobi	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
MJ_745_00545	324925.Ppha_2894	5.43e-189	533.0	COG0707@1|root,COG0707@2|Bacteria,1FDRW@1090|Chlorobi	1090|Chlorobi	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	-	Glyco_tran_28_C,Glyco_transf_28
MJ_745_00546	324925.Ppha_2895	7.46e-204	574.0	COG0772@1|root,COG0772@2|Bacteria,1FDI2@1090|Chlorobi	1090|Chlorobi	D	Belongs to the SEDS family	-	-	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
MJ_745_00547	324925.Ppha_2896	7.6e-215	607.0	COG0771@1|root,COG0771@2|Bacteria,1FDK9@1090|Chlorobi	1090|Chlorobi	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase_C,Mur_ligase_M
MJ_745_00548	324925.Ppha_2897	1.02e-227	631.0	COG0472@1|root,COG0472@2|Bacteria,1FDQC@1090|Chlorobi	1090|Chlorobi	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4
MJ_745_00549	324925.Ppha_2898	2.54e-224	651.0	COG0769@1|root,COG0770@1|root,COG0769@2|Bacteria,COG0770@2|Bacteria,1FD5Y@1090|Chlorobi	1090|Chlorobi	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	murE	-	6.3.2.10,6.3.2.13	ko:K01928,ko:K15792	ko00300,ko00550,map00300,map00550	-	R02788,R04617	RC00064,RC00090,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
MJ_745_00550	324925.Ppha_2898	1.17e-239	692.0	COG0769@1|root,COG0770@1|root,COG0769@2|Bacteria,COG0770@2|Bacteria,1FD5Y@1090|Chlorobi	1090|Chlorobi	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	murE	-	6.3.2.10,6.3.2.13	ko:K01928,ko:K15792	ko00300,ko00550,map00300,map00550	-	R02788,R04617	RC00064,RC00090,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
MJ_745_00551	324925.Ppha_2899	0.0	920.0	COG0768@1|root,COG0768@2|Bacteria,1FDDH@1090|Chlorobi	1090|Chlorobi	M	PFAM penicillin-binding protein transpeptidase	-	-	3.4.16.4	ko:K03587	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011,ko03036	-	-	-	PASTA,PBP_dimer,Transpeptidase
MJ_745_00552	319225.Plut_2117	4.31e-28	108.0	2FFYU@1|root,347VN@2|Bacteria,1FFFW@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00553	324925.Ppha_2901	1.2e-161	461.0	COG0275@1|root,COG0275@2|Bacteria,1FDUH@1090|Chlorobi	1090|Chlorobi	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	rsmH	-	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
MJ_745_00554	324925.Ppha_2902	1.73e-81	244.0	COG2001@1|root,COG2001@2|Bacteria,1FE19@1090|Chlorobi	1090|Chlorobi	K	Belongs to the MraZ family	mraZ	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
MJ_745_00555	324925.Ppha_2903	1.29e-70	218.0	COG3688@1|root,COG3688@2|Bacteria,1FECC@1090|Chlorobi	1090|Chlorobi	S	YacP-like NYN domain	-	-	-	ko:K06962	-	-	-	-	ko00000	-	-	-	NYN_YacP
MJ_745_00556	324925.Ppha_2904	2.48e-55	174.0	COG1605@1|root,COG1605@2|Bacteria,1FEBW@1090|Chlorobi	1090|Chlorobi	E	PFAM Chorismate mutase	-	-	-	-	-	-	-	-	-	-	-	-	CM_2
